sector,price,built_up_area,estimated_annual_rent,Annual_Cashflow,ROI (%)
sector 4,0.7,117.0,126000.00000000001,-514473.0,-35.86
sector 4,4.75,5067.0,855000.0000000001,-3609390.0,-36.63
sector 24,11.0,5000.0,1980000.0000000002,-8015613.0,-35.66
sector 37d,1.0,1250.0,180000.00000000003,-780510.0,-37.26
sohna road,0.3,567.0,54000.00000000001,-253869.0,-39.16
sector 103,1.32,1300.0,237600.00000000003,-1008674.0,-36.76
sector 92,0.9,1805.0,162000.00000000003,-736599.0,-38.37
sector 81,1.15,1463.0,207000.00000000003,-896561.0,-37.23
sector 67,3.32,2016.0,597600.0000000001,-2454062.0,-35.99
sector 33,11.5,4680.0,2070000.0000000002,-8353008.0,-35.59
sector 109,8.75,3600.0,1575000.0000000002,-6361015.0,-35.61
sector 79,1.25,1058.0,225000.00000000003,-947672.0,-36.58
sector 65,7.0,4278.0,1260000.0000000002,-5158916.0,-35.92
sector 99,0.82,1365.0,147600.0,-659038.0,-37.94
sector 99,0.92,1235.0,165600.00000000003,-723349.0,-37.43
sector 26,16.0,4500.0,2880000.0000000005,-11519165.0,-35.39
sector 37d,1.8,2025.0,324000.00000000006,-1382119.0,-36.87
sector 86,0.8,1360.0,144000.00000000003,-644688.0,-38.01
sector 9,0.6,558.0,108000.00000000001,-465090.0,-37.09
sector 43,27.5,11286.0,4950000.000000001,-19958261.0,-35.57
sector 89,1.1,1226.0,198000.00000000003,-849909.0,-37.02
sector 102,1.6,1368.0,288000.00000000006,-1209480.0,-36.51
sector 26,7.0,1783.0,1260000.0000000002,-5039156.0,-35.39
sector 86,1.3,944.0,234000.00000000003,-977475.0,-36.39
sector 2,1.59,1738.0,286200.00000000006,-1220185.0,-36.86
sector 33,1.08,85.0,194400.00000000003,-781031.0,-35.49
sector 63,3.25,2700.0,585000.0000000001,-2437508.0,-36.33
sector 3,0.9,112.0,162000.00000000003,-655335.0,-35.65
sector 88a,1.15,120.0,207000.00000000003,-832097.0,-35.5
sector 61,1.47,1278.0,264600.00000000006,-1113444.0,-36.56
sector 81,2.2,2481.0,396000.00000000006,-1686211.0,-36.83
sector 33,1.31,85.0,235800.00000000003,-943298.0,-35.39
sector 103,0.89,1257.0,160200.00000000003,-703240.0,-37.54
sector 24,1.44,540.0,259200.00000000003,-1056855.0,-35.83
sector 108,1.34,2680.0,241200.00000000003,-1089024.0,-38.21
sector 7,0.53,900.0,95400.00000000001,-432120.0,-38.28
sector 102,1.82,1757.0,327600.00000000006,-1383365.0,-36.64
sector 68,0.8,1180.0,144000.00000000003,-636048.0,-37.69
sector 56,1.39,1750.0,250200.0,-1079659.0,-37.14
sector 50,1.88,1790.0,338400.00000000006,-1427279.0,-36.61
sector 65,2.79,1969.0,502200.00000000006,-2077886.0,-36.17
sector 61,2.5,1549.0,450000.00000000006,-1853128.0,-36.06
sector 31,1.25,1200.0,225000.00000000003,-954488.0,-36.74
sector 107,0.37,496.0,66600.00000000001,-299847.0,-38.14
sector 33,0.4,623.0,72000.00000000001,-327108.0,-38.35
manesar,0.9,1900.0,162000.00000000003,-741159.0,-38.52
sector 28,2.35,1608.0,423000.00000000006,-1750133.0,-36.17
sector 26,17.3,4518.0,3114000.0000000005,-12437192.0,-35.36
sector 25,6.5,1800.0,1170000.0000000002,-4687217.0,-35.42
sector 43,1.5,1385.0,270000.00000000006,-1139745.0,-36.63
sector 85,1.73,2017.0,311400.00000000006,-1332349.0,-36.94
sector 72,5.0,4000.0,900000.0000000001,-3734552.0,-36.23
sector 69,1.7,1804.0,306000.00000000006,-1300960.0,-36.8
sector 61,2.57,1630.0,462600.00000000006,-1906401.0,-36.07
sector 85,2.2,3920.0,396000.00000000006,-1755283.0,-37.77
sector 86,1.55,2038.0,279000.00000000006,-1206365.0,-37.19
sector 95,0.6,1250.0,108000.00000000001,-498306.0,-38.72
sector 70a,2.55,2000.0,459000.00000000006,-1910051.0,-36.3
manesar,1.25,2944.0,225000.00000000003,-1038200.0,-38.72
sector 104,1.35,1094.0,243000.00000000003,-1019951.0,-36.5
sector 3,0.58,900.0,104400.00000000001,-467396.0,-38.01
sector 80,0.85,761.0,153000.00000000003,-651212.0,-36.82
sector 22,3.5,2000.0,630000.0000000001,-2580286.0,-35.93
sector 48,1.42,1493.0,255600.00000000003,-1088489.0,-36.83
sector 72,3.5,2625.0,630000.0000000001,-2610286.0,-36.2
sector 79,1.47,93.0,264600.00000000006,-1056564.0,-35.35
sohna road,0.73,978.0,131400.00000000003,-576967.0,-37.55
sector 25,4.45,1350.0,801000.0000000001,-3219321.0,-35.5
sector 103,2.25,3534.0,405000.00000000006,-1772030.0,-37.47
sector 69,1.65,1578.0,297000.00000000006,-1254836.0,-36.65
sector 7,0.75,600.0,135000.00000000003,-572933.0,-36.75
sector 79,0.78,1172.0,140400.00000000003,-621554.0,-37.74
sector 50,1.05,1098.0,189000.00000000003,-808490.0,-36.94
sector 56,1.54,1920.0,277200.00000000006,-1193646.0,-37.09
sector 50,2.35,1950.0,423000.00000000006,-1766549.0,-36.38
sector 69,1.85,1819.0,333000.00000000006,-1407506.0,-36.66
sector 84,0.34,533.0,61200.000000000015,-280458.0,-38.56
sector 95,0.25,344.0,45000.00000000001,-207890.0,-38.75
sector 4,1.05,1500.0,189000.00000000003,-827786.0,-37.49
sector 50,11.29,3240.0,2032200.0,-8135731.0,-35.41
sector 52,8.0,3132.0,1440000.0000000002,-5809418.0,-35.59
sector 2,0.4,450.0,72000.00000000001,-318804.0,-37.75
sector 37,1.5,2134.0,270000.00000000006,-1175697.0,-37.35
sector 106,1.5,1535.0,270000.00000000006,-1146945.0,-36.78
sector 5,3.5,2367.0,630000.0000000001,-2597902.0,-36.09
sector 21,1.3,2400.0,234000.00000000003,-1047363.0,-38.0
sector 15,1.8,1800.0,324000.00000000006,-1371319.0,-36.69
sector 99,1.23,1807.0,221400.00000000003,-969514.0,-37.49
sector 92,0.85,1261.0,153000.00000000003,-675212.0,-37.67
sector 22,3.99,2796.0,718200.0000000001,-2964194.0,-36.11
sector 84,0.3,500.0,54000.00000000001,-250653.0,-38.86
sector 79,0.83,1700.0,149400.00000000003,-682174.0,-38.47
sector 9,4.5,3150.0,810000.0000000001,-3340996.0,-36.09
sector 84,0.35,537.0,63000.00000000001,-287705.0,-38.47
sector 89,1.85,1946.0,333000.00000000006,-1413602.0,-36.76
sector 61,1.6,1278.0,288000.00000000006,-1205160.0,-36.43
sector 84,0.79,1561.0,142200.00000000003,-647281.0,-38.4
sector 36,0.65,657.0,117000.00000000001,-505118.0,-37.15
sector 110,1.6,73.0,288000.00000000006,-1147320.0,-35.3
sector 85,2.0,2026.0,360000.00000000006,-1523269.0,-36.69
sector 9,0.5,822.0,90000.00000000001,-407211.0,-38.26
sector 89,1.5,1944.0,270000.00000000006,-1166577.0,-37.17
sector 90,1.51,2362.0,271800.00000000006,-1193697.0,-37.55
sector 81,2.25,2300.0,405000.00000000006,-1712798.0,-36.67
sector 79,1.55,1416.0,279000.00000000006,-1176509.0,-36.61
sector 91,1.65,2139.0,297000.00000000006,-1281764.0,-37.15
sector 67,3.5,2134.0,630000.0000000001,-2586718.0,-35.99
sector 28,2.58,1458.0,464400.00000000006,-1905201.0,-35.97
sector 103,1.1,1500.0,198000.00000000003,-863061.0,-37.38
manesar,0.5,1300.0,90000.00000000001,-430155.0,-39.56
sector 85,1.05,1484.0,189000.00000000003,-827018.0,-37.47
sector 67a,0.55,581.0,99000.00000000001,-430919.0,-37.34
sector 90,0.7,1350.0,126000.00000000001,-573657.0,-38.4
sector 81,1.0,1131.0,180000.00000000003,-774798.0,-37.08
sector 54,1.75,1900.0,315000.00000000006,-1340843.0,-36.82
sohna road,0.9,1599.0,162000.00000000003,-726711.0,-38.05
sector 103,1.01,1338.0,181800.00000000003,-791789.0,-37.36
sector 109,9.5,3600.0,1710000.0000000002,-6890148.0,-35.56
sector 28,9.0,3240.0,1620000.0000000002,-6520113.0,-35.53
sector 82,3.2,2160.0,576000.0000000001,-2376313.0,-36.1
sector 106,0.97,1200.0,174600.00000000003,-756945.0,-37.25
sector 48,7.35,3222.0,1323000.0000000002,-5355157.0,-35.66
sector 92,0.82,1523.0,147600.0,-666622.0,-38.21
sector 8,0.32,450.0,57600.00000000001,-262363.0,-38.41
sector 86,1.4,2132.0,252000.00000000003,-1105050.0,-37.52
sector 70,2.35,2667.0,423000.00000000006,-1800965.0,-36.83
sector 33,3.3,2667.0,594000.0000000001,-2471200.0,-36.29
sector 61,2.0,1721.0,360000.00000000006,-1508629.0,-36.46
sector 82a,2.7,2576.0,486000.00000000006,-2043526.0,-36.54
sector 82,5.0,3240.0,900000.0000000001,-3698072.0,-36.01
sector 4,0.65,70.0,117000.00000000001,-476942.0,-35.82
sector 72,3.4,2185.0,612000.0000000001,-2518615.0,-36.04
sector 111,3.9,2996.0,702000.0000000001,-2910298.0,-36.21
sector 66,1.51,1188.0,271800.00000000006,-1137345.0,-36.43
sector 86,1.6,1746.0,288000.00000000006,-1227624.0,-36.86
sector 92,1.25,2278.0,225000.00000000003,-1006232.0,-37.98
sohna road,0.4,669.0,72000.00000000001,-329316.0,-38.51
sector 37,1.1,1899.0,198000.00000000003,-882213.0,-37.89
sector 83,1.0,1575.0,180000.00000000003,-796110.0,-37.72
sector 79,1.93,2047.0,347400.00000000006,-1474891.0,-36.76
sector 85,1.05,1512.0,189000.00000000003,-828362.0,-37.51
sector 68,0.82,1068.0,147600.0,-644782.0,-37.43
sector 85,0.55,1050.0,99000.00000000001,-453431.0,-38.54
sector 103,3.15,4700.0,567000.0000000001,-2462957.0,-37.3
sector 102,1.6,1315.0,288000.00000000006,-1206936.0,-36.46
sector 47,2.4,1888.0,432000.00000000006,-1798849.0,-36.31
sector 90,1.3,2134.0,234000.00000000003,-1034595.0,-37.71
sector 106,5.6,4000.0,1008000.0000000001,-4157858.0,-36.1
sector 48,1.8,1951.0,324000.00000000006,-1378567.0,-36.81
sector 109,1.68,2303.0,302400.00000000006,-1310801.0,-37.25
sector 49,6.75,4500.0,1215000.0000000002,-4993195.0,-36.01
sector 76,1.46,2398.0,262800.00000000006,-1160149.0,-37.68
sector 78,1.2,2045.0,216000.00000000003,-959772.0,-37.83
sector 11,0.36,699.0,64800.00000000001,-302536.0,-39.0
sohna road,0.25,535.0,45000.00000000001,-217058.0,-39.78
sector 4,0.39,950.0,70200.00000000001,-335749.0,-39.57
sector 7,0.45,1000.0,81000.00000000001,-380480.0,-39.14
sector 43,10.85,3762.0,1953000.0000000002,-7850363.0,-35.5
sector 11,0.9,900.0,162000.00000000003,-693159.0,-36.94
sector 85,1.3,1484.0,234000.00000000003,-1003395.0,-37.0
sector 90,2.0,2468.0,360000.00000000006,-1544485.0,-37.01
sector 72,3.85,2629.0,693000.0000000001,-2857407.0,-36.09
sector 107,0.28,543.0,50400.000000000015,-238607.0,-39.33
sector 48,4.75,2340.0,855000.0000000001,-3478494.0,-35.78
sector 92,0.5,905.0,90000.00000000001,-411195.0,-38.49
sector 70a,1.3,1426.0,234000.00000000003,-1000611.0,-36.93
sector 89,1.2,1581.0,216000.00000000003,-937500.0,-37.28
sector 112,2.5,1939.03,450000.00000000006,-1871849.0,-36.29
sector 88,0.92,1350.0,165600.00000000003,-728869.0,-37.61
sector 12,2.9,2700.0,522000.00000000006,-2190580.0,-36.49
sector 68,1.25,938.0,225000.00000000003,-941912.0,-36.44
sector 102,2.1,1945.0,378000.00000000006,-1589932.0,-36.55
sector 23,5.65,5000.0,1017000.0000000001,-4241133.0,-36.35
sector 106,1.25,1305.0,225000.00000000003,-959528.0,-36.87
sector 102,1.3,1315.0,234000.00000000003,-995283.0,-36.81
sector 90,1.2,1747.0,216000.00000000003,-945468.0,-37.48
sector 11,0.33,761.0,59400.00000000001,-284346.0,-39.6
gwal pahari,1.38,1294.0,248400.0,-1050716.0,-36.68
sector 37,1.2,1635.0,216000.00000000003,-940092.0,-37.34
sector 2,1.55,1738.0,279000.00000000006,-1191965.0,-36.91
sector 85,1.04,1550.0,187200.00000000003,-823131.0,-37.58
sector 66,11.0,3240.0,1980000.0000000002,-7931133.0,-35.42
sector 2,1.0,1000.0,180000.00000000003,-768510.0,-36.89
manesar,1.65,3111.0,297000.00000000006,-1328420.0,-37.98
sector 102,1.91,1587.0,343800.00000000006,-1438701.0,-36.43
sector 2,0.35,800.0,63000.00000000001,-300329.0,-39.5
sector 70a,6.5,2332.0,1170000.0000000002,-4712753.0,-35.55
sector 50,8.45,3231.0,1521000.0000000002,-6131650.0,-35.57
sector 106,1.4,1593.0,252000.00000000003,-1079178.0,-36.96
sector 28,1.35,1120.0,243000.00000000003,-1021199.0,-36.53
sector 37,1.0,1708.0,180000.00000000003,-802494.0,-37.91
sector 37d,1.27,1570.0,228600.00000000003,-986358.0,-37.14
gwal pahari,1.0,833.0,180000.00000000003,-760494.0,-36.65
sector 83,1.04,1500.0,187200.00000000003,-820731.0,-37.51
sector 78,0.95,1730.0,171000.00000000003,-768275.0,-38.09
sector 12,1.7,2000.0,306000.00000000006,-1310368.0,-36.96
sector 67,3.15,2219.0,567000.0000000001,-2343869.0,-36.15
sector 109,1.97,2380.0,354600.00000000006,-1519095.0,-36.97
sector 68,1.32,1364.0,237600.00000000003,-1011746.0,-36.83
sector 2,1.36,1611.0,244800.00000000006,-1051822.0,-37.04
sector 104,1.58,1538.0,284400.00000000006,-1203530.0,-36.69
sector 3,0.6,1000.0,108000.00000000001,-486306.0,-38.14
sector 57,3.3,1728.0,594000.0000000001,-2426128.0,-35.87
sector 83,0.87,1127.0,156600.00000000003,-682890.0,-37.39
sector 81,0.4,586.0,72000.00000000001,-325332.0,-38.22
sector 107,1.45,1900.0,261000.00000000003,-1129190.0,-37.2
sector 106,1.34,1535.0,241200.00000000003,-1034064.0,-36.99
sector 81,1.4,1475.0,252000.00000000003,-1073514.0,-36.84
sector 50,7.0,3400.0,1260000.0000000002,-5116772.0,-35.74
sector 14,5.5,3240.0,990000.0000000001,-4050827.0,-35.91
sector 65,1.95,1141.0,351000.00000000006,-1445513.0,-36.06
sector 102,1.45,1315.0,261000.00000000003,-1101110.0,-36.62
sector 14,1.7,2556.0,306000.00000000006,-1337056.0,-37.43
sector 25,6.5,1935.0,1170000.0000000002,-4693697.0,-35.46
sector 69,1.37,1568.0,246600.00000000006,-1056813.0,-36.98
sector 25,16.0,6000.0,2880000.0000000005,-11591165.0,-35.53
sector 23,0.16,706.0,28800.000000000004,-161770.0,-43.48
sector 110,4.49,3511.0,808200.0000000001,-3351269.0,-36.22
sector 2,0.98,1281.0,176400.00000000003,-767888.0,-37.35
sector 37,0.66,1310.0,118800.00000000001,-543517.0,-38.52
sector 90,1.8,2468.0,324000.00000000006,-1403383.0,-37.23
sector 43,13.0,2700.0,2340000.0000000005,-9316234.0,-35.28
sector 109,12.5,4500.0,2250000.0000000005,-9049879.0,-35.52
sector 37,0.33,850.0,59400.00000000001,-288618.0,-39.95
sector 43,1.9,60.0,342000.00000000006,-1358350.0,-35.23
sector 57,8.31,3438.0,1495800.0000000002,-6042815.0,-35.62
sector 93,1.45,1350.0,261000.00000000003,-1102790.0,-36.65
sector 63a,3.3,2150.0,594000.0000000001,-2446384.0,-36.06
sohna road,0.54,676.0,97200.00000000001,-428424.0,-37.64
sector 92,1.3,2040.0,234000.00000000003,-1030083.0,-37.61
sector 95,0.92,1750.0,165600.00000000003,-748069.0,-38.22
sector 30,1.3,1401.0,234000.00000000003,-999411.0,-36.9
sector 3,0.5,722.0,90000.00000000001,-402411.0,-37.98
sector 25,4.35,1350.0,783000.0000000001,-3148770.0,-35.51
sector 65,5.3,2506.0,954000.0000000001,-3874493.0,-35.74
sector 7,0.27,225.0,48600.00000000001,-216288.0,-37.87
sector 86,0.41,557.0,73800.0,-330995.0,-38.05
sector 81,2.5,2130.0,450000.00000000006,-1881016.0,-36.4
sector 69,1.55,1428.0,279000.00000000006,-1177085.0,-36.62
sector 63,0.88,804.0,158400.00000000003,-674441.0,-36.83
sector 79,1.33,1411.0,239400.00000000003,-1021057.0,-36.87
sector 79,1.34,1423.0,241200.00000000003,-1028688.0,-36.87
sector 43,8.25,2700.0,1485000.0000000002,-5965060.0,-35.49
sector 56,1.35,1450.0,243000.00000000003,-1037039.0,-36.88
sector 82a,2.95,2110.0,531000.0000000001,-2197535.0,-36.17
sector 47,2.4,1916.0,432000.00000000006,-1800193.0,-36.33
sector 83,1.08,1570.0,194400.00000000003,-852311.0,-37.51
sector 82,3.0,4425.0,540000.0000000001,-2343931.0,-37.28
sector 85,2.0,2300.0,360000.00000000006,-1536421.0,-36.89
sector 106,1.15,1186.0,207000.00000000003,-883265.0,-36.88
sector 109,5.7,5400.0,1026000.0000000001,-4295609.0,-36.44
sector 80,1.6,2047.0,288000.00000000006,-1242072.0,-37.13
sector 79,1.45,2161.0,261000.00000000003,-1141718.0,-37.46
sector 50,6.95,2160.0,1251000.0000000002,-5021977.0,-35.47
sector 113,1.55,1276.0,279000.00000000006,-1169789.0,-36.47
sector 2,6.0,2430.0,1080000.0000000002,-4364702.0,-35.63
sector 26,12.5,3240.0,2250000.0000000005,-8989399.0,-35.36
sector 99,0.3,511.0,54000.00000000001,-251181.0,-38.91
sector 67a,1.3,1296.0,234000.00000000003,-994371.0,-36.78
sector 36,0.82,1201.0,147600.0,-651166.0,-37.66
sector 92,0.9,1692.0,162000.00000000003,-731175.0,-38.2
sector 50,10.45,4000.0,1881000.0000000002,-7579583.0,-35.56
sector 113,6.0,7294.0,1080000.0000000002,-4598174.0,-36.83
sector 90,1.9,2468.0,342000.00000000006,-1473934.0,-37.11
sector 9,1.25,2007.0,225000.00000000003,-993224.0,-37.67
sector 9,1.25,1431.0,225000.00000000003,-965576.0,-37.01
sector 36,2.3,1479.0,414000.00000000006,-1708666.0,-36.11
sector 33,1.39,1333.0,250200.0,-1059643.0,-36.71
sector 43,6.0,2556.0,1080000.0000000002,-4370750.0,-35.66
sector 37,1.44,1789.0,259200.00000000003,-1116807.0,-37.11
sector 85,1.75,2179.0,315000.00000000006,-1354235.0,-37.06
sector 81,0.48,547.0,86400.00000000001,-379901.0,-37.58
sector 25,13.0,2844.0,2340000.0000000005,-9323146.0,-35.3
sector 79,1.28,1362.0,230400.00000000003,-983429.0,-36.89
sector 37,0.95,1179.0,171000.00000000003,-741827.0,-37.27
sector 82,7.5,3240.0,1350000.0000000002,-5461847.0,-35.65
sector 39,1.6,892.0,288000.00000000006,-1186632.0,-36.07
sector 67,2.7,2127.0,486000.00000000006,-2021974.0,-36.29
sector 92,1.0,1828.0,180000.00000000003,-808254.0,-38.08
sector 83,1.42,2000.0,255600.00000000003,-1112825.0,-37.35
sector 39,2.0,2400.0,360000.00000000006,-1541221.0,-36.96
sector 102,2.5,1945.0,450000.00000000006,-1872136.0,-36.29
sector 107,0.28,543.0,50400.000000000015,-238607.0,-39.33
sector 69,1.76,1819.0,316800.00000000006,-1344010.0,-36.75
sector 83,1.8,1719.0,324000.00000000006,-1367431.0,-36.63
sector 65,2.65,1650.0,477000.00000000006,-1963802.0,-36.05
sector 78,0.69,1422.0,124200.0,-570058.0,-38.59
sector 104,2.5,2851.0,450000.00000000006,-1915624.0,-36.83
sector 113,2.0,1507.0,360000.00000000006,-1498357.0,-36.3
sector 37d,1.1,1700.0,198000.00000000003,-872661.0,-37.64
sector 89,1.42,1581.0,255600.00000000003,-1092713.0,-36.92
sector 79,1.41,1747.0,253800.00000000003,-1093626.0,-37.11
sector 89,1.16,998.0,208800.00000000003,-881296.0,-36.63
sector 102,1.9,1700.0,342000.00000000006,-1437070.0,-36.52
sector 45,10.0,3240.0,1800000.0000000002,-7225623.0,-35.47
sector 103,1.2,1288.0,216000.00000000003,-923436.0,-36.93
sector 33,9.55,4950.0,1719000.0000000002,-6990223.0,-35.77
sector 86,0.43,557.0,77400.00000000001,-345105.0,-37.91
sector 37d,1.75,2100.0,315000.00000000006,-1350443.0,-36.99
sector 4,3.3,2250.0,594000.0000000001,-2451184.0,-36.11
sector 109,1.7,1550.0,306000.00000000006,-1288768.0,-36.58
sector 109,1.63,2303.0,293400.0,-1275526.0,-37.32
sector 112,3.65,2800.0,657000.0000000001,-2724513.0,-36.22
sector 7,2.25,148.0,405000.00000000006,-1609502.0,-35.24
sector 83,1.1,1588.0,198000.00000000003,-867285.0,-37.49
sector 91,1.8,2578.0,324000.00000000006,-1408663.0,-37.32
sector 61,1.6,1278.0,288000.00000000006,-1205160.0,-36.43
sector 12,1.7,200.0,306000.00000000006,-1223968.0,-35.39
sector 12,1.15,2000.0,207000.00000000003,-922337.0,-37.89
sector 23,5.1,3078.0,918000.0000000001,-3760847.0,-35.94
sector 85,1.22,1300.0,219600.00000000003,-938123.0,-36.91
sector 5,0.75,130.0,135000.00000000003,-550373.0,-35.83
sector 108,1.0,2060.0,180000.00000000003,-819390.0,-38.4
sector 81,0.48,613.0,86400.00000000001,-383069.0,-37.78
sector 2,0.8,1440.0,144000.00000000003,-648528.0,-38.15
sector 48,5.0,2340.0,900000.0000000001,-3654872.0,-35.74
sector 7,3.0,2610.0,540000.0000000001,-2256811.0,-36.4
sector 90,1.75,2005.0,315000.00000000006,-1345883.0,-36.91
sector 107,0.8,1236.0,144000.00000000003,-638736.0,-37.79
sector 43,3.35,1242.0,603000.0000000001,-2438076.0,-35.64
sector 2,0.35,600.0,63000.00000000001,-290729.0,-38.72
sector 24,1.45,540.0,261000.00000000003,-1063910.0,-35.82
sector 69,1.8,1893.0,324000.00000000006,-1375783.0,-36.77
sector 81,4.0,3801.0,720000.0000000001,-3019489.0,-36.48
sector 4,2.3,160.0,414000.00000000006,-1645354.0,-35.24
sector 43,6.0,2667.0,1080000.0000000002,-4376078.0,-35.69
sector 85,1.91,3890.0,343800.00000000006,-1549245.0,-38.16
sector 85,1.2,1484.0,216000.00000000003,-932844.0,-37.16
sector 65,1.75,1081.0,315000.00000000006,-1301531.0,-36.13
sector 90,0.47,767.0,84600.00000000001,-383406.0,-38.29
sector 112,3.29,2225.56,592200.0000000001,-2442956.0,-36.1
sector 7,0.45,1000.0,81000.00000000001,-380480.0,-39.14
sector 37,0.35,850.0,63000.00000000001,-302729.0,-39.69
sector 24,6.5,3889.0,1170000.0000000002,-4787489.0,-35.91
sector 85,1.07,1484.0,192600.00000000003,-841128.0,-37.42
sohna road,0.21,484.0,37800.00000000001,-186389.0,-40.31
sector 108,1.3,1661.0,234000.00000000003,-1011891.0,-37.19
sector 82,1.37,2000.0,246600.00000000006,-1077549.0,-37.44
sector 82,6.5,3240.0,1170000.0000000002,-4756337.0,-35.76
sector 92,0.42,657.0,75600.00000000001,-342850.0,-38.31
sector 90,1.3,1700.0,234000.00000000003,-1013763.0,-37.24
sector 67,1.0,1406.0,180000.00000000003,-787998.0,-37.48
sector 63a,1.55,1167.0,279000.00000000006,-1164557.0,-36.37
sector 102,1.7,1750.0,306000.00000000006,-1298368.0,-36.75
sector 85,2.03,2225.0,365400.0,-1553986.0,-36.8
sector 85,1.1,1467.0,198000.00000000003,-861477.0,-37.34
sector 99,0.32,502.0,57600.00000000001,-264859.0,-38.64
sector 22,1.99,1285.0,358200.00000000006,-1480646.0,-36.14
sector 30,1.45,1300.0,261000.00000000003,-1100390.0,-36.6
sector 102,1.4,1493.0,252000.00000000003,-1074378.0,-36.86
sector 85,2.0,2545.0,360000.00000000006,-1548181.0,-37.06
sector 103,1.12,1734.0,201600.00000000006,-888404.0,-37.63
sector 43,5.5,2850.0,990000.0000000001,-4032107.0,-35.8
sector 25,7.5,2300.5,1350000.0000000002,-5416751.0,-35.46
sector 88a,0.45,694.0,81000.00000000001,-365792.0,-38.21
sector 49,3.75,1467.0,675000.0000000001,-2731080.0,-35.65
sector 53,6.0,2217.0,1080000.0000000002,-4354478.0,-35.57
sector 107,0.28,543.0,50400.000000000015,-238607.0,-39.33
sector 102,1.5,1315.0,270000.00000000006,-1136385.0,-36.56
sector 78,0.99,1467.0,178200.00000000003,-783871.0,-37.59
sector 26,15.0,4518.0,2700000.0000000005,-10814519.0,-35.42
sector 61,2.25,1721.0,405000.00000000006,-1685006.0,-36.29
sector 95,0.3,950.0,54000.00000000001,-272253.0,-40.84
sector 71,0.82,1086.0,147600.0,-645646.0,-37.46
sector 49,0.87,500.0,156600.00000000003,-652794.0,-36.34
sector 33,9.5,4071.0,1710000.0000000002,-6912756.0,-35.63
sector 95,0.2,407.0,36000.00000000001,-175638.0,-40.05
sector 112,5.2,3655.35,936000.0000000001,-3859110.0,-36.09
sohna road,0.72,1404.0,129600.00000000001,-590359.0,-38.42
sector 71,0.59,639.0,106200.00000000001,-461923.0,-37.33
sector 2,0.56,723.0,100800.00000000003,-444790.0,-37.67
sector 56,2.0,2253.0,360000.00000000006,-1534165.0,-36.85
sector 111,1.65,2104.0,297000.00000000006,-1280084.0,-37.11
sector 4,0.45,944.0,81000.00000000001,-377792.0,-38.98
sector 48,3.35,6000.0,603000.0000000001,-2666460.0,-37.72
sector 3,0.37,480.0,66600.00000000001,-299079.0,-38.08
sector 108,2.6,1711.0,468000.00000000006,-1931455.0,-36.11
sector 28,0.95,1188.0,171000.00000000003,-742259.0,-37.28
sector 69,0.75,991.0,135000.00000000003,-591701.0,-37.51
sector 104,1.1,1148.0,198000.00000000003,-846165.0,-36.92
sector 82,1.6,2425.0,288000.00000000006,-1260216.0,-37.47
sector 17,8.5,4518.0,1530000.0000000002,-6228702.0,-35.79
sector 33,1.75,1996.0,315000.00000000006,-1345451.0,-36.9
sector 102,1.25,1100.0,225000.00000000003,-949688.0,-36.63
sector 79,1.35,1362.0,243000.00000000003,-1032815.0,-36.79
sector 107,1.21,1713.0,217800.00000000003,-950891.0,-37.42
sector 99,1.08,1750.0,194400.00000000003,-860951.0,-37.75
sohna road,0.72,1131.0,129600.00000000001,-577255.0,-37.89
sector 37,0.99,1660.0,178200.00000000003,-793135.0,-37.87
sector 48,4.25,4120.0,765000.0000000001,-3211179.0,-36.5
sector 79,1.18,1252.0,212400.00000000003,-907598.0,-36.91
sector 81,1.28,1982.0,230400.00000000003,-1013189.0,-37.58
sector 68,1.1,1127.0,198000.00000000003,-845157.0,-36.89
sector 43,2.09,1294.0,376200.00000000006,-1551629.0,-36.09
sohna road,0.78,1222.0,140400.00000000003,-623954.0,-37.83
sector 69,1.32,1419.0,237600.00000000003,-1014386.0,-36.89
sector 25,3.4,2744.0,612000.0000000001,-2545447.0,-36.29
sector 37,0.99,1643.0,178200.00000000003,-792319.0,-37.84
sector 49,4.21,3219.0,757800.0000000001,-3139710.0,-36.2
sector 26,18.0,4518.0,3240000.0000000005,-12931049.0,-35.34
sector 68,1.1,1244.0,198000.00000000003,-850773.0,-37.04
sector 50,12.5,3078.0,2250000.0000000005,-8981623.0,-35.34
sector 83,0.75,1162.0,135000.00000000003,-599909.0,-37.83
sector 112,6.5,4800.0,1170000.0000000002,-4831217.0,-36.12
sector 82a,2.25,2333.0,405000.00000000006,-1714382.0,-36.69
sector 102,2.2,1945.0,396000.00000000006,-1660483.0,-36.48
sector 26,8.9,2700.0,1602000.0000000002,-6423642.0,-35.45
sector 43,5.3,1935.0,954000.0000000001,-3847085.0,-35.58
sector 83,1.8,1900.0,324000.00000000006,-1376119.0,-36.77
sector 7,1.2,1072.0,216000.00000000003,-913068.0,-36.66
sector 56,1.55,1900.0,279000.00000000006,-1199741.0,-37.06
sohna road,0.65,913.0,117000.00000000001,-517406.0,-37.72
sector 90,1.24,1600.0,223200.00000000003,-966633.0,-37.23
sector 68,1.0,1361.0,180000.00000000003,-785838.0,-37.42
sector 68,0.93,1200.0,167400.00000000003,-728725.0,-37.35
sector 51,3.55,5200.0,639000.0000000001,-2769162.0,-37.24
sector 104,1.3,1490.0,234000.00000000003,-1003683.0,-37.0
